,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1695741579938,-0.76782227,-0.12628174,-0.61602783,0.53125,-0.484375,-0.734375
1,1695741579979,-0.7648926,-0.12677002,-0.61383057,-0.203125,-0.359375,-0.78125
2,1695741580017,-0.7663574,-0.13336182,-0.61383057,-0.921875,-0.6875,-0.6875
3,1695741580058,-0.76171875,-0.12506104,-0.60235596,-1.0625,0.921875,-0.5625
4,1695741580097,-0.7727051,-0.13238525,-0.62823486,-0.796875,-0.671875,-0.421875
5,1695741580137,-0.7626953,-0.12432861,-0.61798096,0.0625,-1.234375,-1.078125
6,1695741580197,-0.7661133,-0.12628174,-0.6133423,-1.1875,1.140625,-0.421875
7,1695741580217,-0.77441406,-0.13287354,-0.61724854,-1.84375,-0.1875,-0.578125
8,1695741580257,-0.7661133,-0.12750244,-0.61968994,-1.25,-1.765625,-0.8125
9,1695741580297,-0.7709961,-0.1260376,-0.6255493,-0.859375,-0.1875,-1.640625
10,1695741580338,-0.76220703,-0.13214111,-0.62091064,-0.71875,-0.90625,-1.234375
11,1695741580377,-0.7561035,-0.13092041,-0.6187134,-1.234375,-0.078125,-0.984375
12,1695741580417,-0.76953125,-0.12823486,-0.6213989,-0.734375,-1.03125,-0.875
13,1695741580458,-0.765625,-0.12823486,-0.6152954,-0.953125,0.40625,-1.25
14,1695741580497,-0.75756836,-0.128479,-0.628479,-1.734375,-1.46875,-0.765625
15,1695741580538,-0.7619629,-0.12237549,-0.6201782,-0.953125,-0.640625,-1.03125
16,1695741580580,-0.75683594,-0.12799072,-0.62628174,-0.921875,-0.453125,-1.234375
17,1695741580617,-0.75756836,-0.12359619,-0.6165161,-1.578125,-0.03125,-0.765625
18,1695741580657,-0.7541504,-0.12237549,-0.6187134,-1.390625,-0.453125,-0.71875
19,1695741580699,-0.76171875,-0.12945557,-0.6292114,-1.6875,-0.71875,-0.953125
20,1695741580737,-0.7519531,-0.12530518,-0.6279907,-0.25,-0.421875,-0.984375
21,1695741580776,-0.7504883,-0.13214111,-0.6223755,-1.046875,0.5625,-0.765625
22,1695741580818,-0.767334,-0.1326294,-0.62164307,-1.625,-0.515625,-1.0625
23,1695741580857,-0.75390625,-0.12310791,-0.6304321,-0.953125,-1.40625,-1.171875
24,1695741580897,-0.7614746,-0.11846924,-0.64019775,-1.328125,0.28125,-1.171875
25,1695741580939,-0.75390625,-0.1326294,-0.6289673,-0.484375,-0.34375,-1.25
26,1695741580978,-0.7519531,-0.12628174,-0.6289673,-0.578125,-1.09375,-0.71875
27,1695741580997,-0.75683594,-0.116760254,-0.63165283,-1.296875,-0.171875,-0.625
28,1695741581037,-0.75561523,-0.12896729,-0.6304321,-1.0625,0.0,-0.484375
29,1695741581078,-0.75146484,-0.1182251,-0.62335205,-1.015625,-1.078125,-0.203125
30,1695741581118,-0.75878906,-0.120910645,-0.6253052,-1.234375,0.046875,-0.4375
31,1695741581158,-0.7570801,-0.11871338,-0.6409302,-1.46875,-0.578125,-0.4375
32,1695741581197,-0.75390625,-0.124816895,-0.6218872,-1.265625,0.203125,-0.453125
33,1695741581237,-0.7558594,-0.12799072,-0.6338501,-1.5,-0.53125,-0.265625
34,1695741581278,-0.75341797,-0.12799072,-0.63482666,-1.015625,-0.4375,-0.34375
35,1695741581316,-0.7541504,-0.12310791,-0.6399536,-1.765625,0.171875,0.078125
36,1695741581358,-0.7536621,-0.13092041,-0.6343384,-0.765625,0.75,-0.421875
37,1695741581398,-0.7495117,-0.13018799,-0.6206665,-1.515625,0.171875,0.078125
38,1695741581438,-0.74780273,-0.12750244,-0.6375122,-2.265625,-0.03125,0.125
39,1695741581478,-0.7619629,-0.12579346,-0.63287354,-0.1875,0.375,-0.5
40,1695741581518,-0.75146484,-0.1272583,-0.63360596,-0.265625,0.5625,-0.046875
41,1695741581558,-0.7495117,-0.1260376,-0.63482666,-0.25,-0.015625,-0.484375
42,1695741581598,-0.7565918,-0.13116455,-0.6292114,-0.640625,0.234375,0.078125
43,1695741581638,-0.7553711,-0.13238525,-0.62579346,-0.734375,1.5625,-0.03125
44,1695741581678,-0.7512207,-0.13555908,-0.63409424,-1.203125,-0.546875,0.015625
45,1695741581719,-0.75512695,-0.12872314,-0.630188,-0.390625,0.6875,-0.046875
46,1695741581760,-0.7583008,-0.12701416,-0.63287354,-0.15625,0.984375,0.09375
47,1695741581800,-0.7487793,-0.13165283,-0.6231079,-0.96875,0.03125,0.390625
48,1695741581841,-0.7512207,-0.1375122,-0.63067627,-1.453125,1.703125,0.390625
49,1695741581882,-0.7519531,-0.13604736,-0.6289673,0.125,0.4375,0.34375
50,1695741581920,-0.7487793,-0.13018799,-0.62823486,-0.921875,0.96875,0.59375
51,1695741581961,-0.75268555,-0.13726807,-0.6226196,-0.96875,1.53125,0.421875
52,1695741581998,-0.7614746,-0.13970947,-0.62994385,-1.03125,1.15625,0.40625
53,1695741582041,-0.7495117,-0.13140869,-0.62286377,-0.296875,-0.625,0.40625
54,1695741582081,-0.7685547,-0.13970947,-0.6231079,-1.203125,2.40625,0.140625
55,1695741582121,-0.7626953,-0.1404419,-0.62994385,-0.828125,-0.140625,0.34375
56,1695741582160,-0.75512695,-0.13531494,-0.62823486,0.6875,0.3125,0.484375
57,1695741582220,-0.76586914,-0.13848877,-0.62213135,0.078125,1.359375,0.328125
58,1695741582239,-0.75561523,-0.13726807,-0.6135864,-0.578125,0.015625,0.8125
59,1695741582259,-0.76538086,-0.14508057,-0.62677,-1.625,0.390625,0.46875
60,1695741582338,-0.75146484,-0.13922119,-0.6272583,-0.078125,0.609375,0.40625
61,1695741582341,-0.7590332,-0.14215088,-0.6177368,-0.21875,-0.046875,0.3125
62,1695741582380,-0.7546387,-0.14263916,-0.6213989,-0.890625,0.703125,0.453125
63,1695741582421,-0.7590332,-0.14019775,-0.61676025,-1.1875,1.734375,0.65625
64,1695741582459,-0.7614746,-0.14556885,-0.63067627,-0.75,-0.578125,0.5
65,1695741582500,-0.75146484,-0.14385986,-0.62042236,0.3125,-0.3125,0.328125
66,1695741582540,-0.7602539,-0.14776611,-0.61138916,-1.015625,1.5625,0.609375
67,1695741582578,-0.7583008,-0.15460205,-0.6194458,-1.796875,1.96875,0.6875
68,1695741582622,-0.7565918,-0.13800049,-0.62042236,-0.84375,-1.125,0.5625
69,1695741582662,-0.7663574,-0.14337158,-0.6218872,-0.265625,1.59375,-0.015625
70,1695741582699,-0.76220703,-0.14581299,-0.6199341,-0.15625,0.625,0.359375
71,1695741582738,-0.7609863,-0.14385986,-0.61846924,-0.109375,0.328125,0.375
72,1695741582778,-0.7648926,-0.1482544,-0.6187134,-0.453125,0.4375,0.390625
73,1695741582818,-0.77197266,-0.1506958,-0.6116333,-0.09375,2.09375,0.328125
74,1695741582859,-0.76220703,-0.1506958,-0.61968994,-0.5625,-0.046875,-0.046875
75,1695741582899,-0.76293945,-0.14190674,-0.616272,0.4375,0.015625,-0.125
76,1695741582941,-0.7692871,-0.14581299,-0.61968994,0.234375,0.890625,-0.296875
77,1695741582982,-0.7663574,-0.14093018,-0.6079712,-0.359375,0.34375,-0.265625
78,1695741583020,-0.76586914,-0.14874268,-0.6140747,0.015625,0.71875,-0.015625
79,1695741583058,-0.76416016,-0.14385986,-0.61505127,-0.09375,0.65625,-0.28125
80,1695741583102,-0.76220703,-0.14703369,-0.6177368,-1.25,0.140625,-0.046875
81,1695741583147,-0.7709961,-0.14630127,-0.62164307,-0.3125,-0.8125,0.15625
82,1695741583181,-0.76000977,-0.13946533,-0.60650635,0.6875,0.359375,-0.6875
83,1695741583218,-0.763916,-0.1404419,-0.6074829,-1.984375,2.046875,0.359375
84,1695741583261,-0.7687988,-0.14849854,-0.61724854,-2.015625,-1.015625,0.4375
85,1695741583299,-0.7702637,-0.14605713,-0.6165161,0.078125,0.75,-0.59375
86,1695741583340,-0.76464844,-0.14630127,-0.61505127,-0.03125,0.453125,-0.453125
87,1695741583381,-0.75878906,-0.14483643,-0.611145,-1.140625,-0.5625,0.203125
88,1695741583442,-0.7714844,-0.144104,-0.6170044,-0.75,0.640625,0.171875
89,1695741583461,-0.76904297,-0.14898682,-0.6096802,-0.09375,0.9375,-0.078125
