,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
366,1696168287594,-1.1630859,-0.10546875,0.11035156,19.5625,-36.625,-13.1875,-47.375,19.5625,-112.5625
367,1696168287632,-1.3320312,-0.18066406,0.12597656,-5.03125,-34.75,-38.28125,0.0,0.0,0.0
368,1696168287658,-1.0517578,-0.08691406,0.07421875,-17.90625,-35.59375,-34.75,0.0,0.0,0.0
369,1696168287714,-0.99121094,-0.052734375,0.10449219,-6.53125,-26.03125,-20.875,0.0,0.0,0.0
370,1696168287748,-1.0068359,-0.18554688,0.0703125,-23.8125,-36.9375,-20.53125,0.0,0.0,0.0
371,1696168287778,-1.0986328,-0.31640625,0.09765625,-41.15625,-18.21875,-28.6875,0.0,0.0,0.0
372,1696168287834,-0.9638672,-0.30566406,0.076171875,-36.5,-27.71875,-35.0625,0.0,0.0,0.0
373,1696168287868,-0.77734375,-0.2841797,0.1171875,-18.8125,-12.28125,-34.125,0.0,0.0,0.0
374,1696168287896,-0.68652344,-0.19042969,0.115234375,-21.125,-4.46875,-11.6875,0.0,0.0,0.0
375,1696168287955,-0.7060547,-0.15332031,0.21972656,5.71875,-23.75,9.03125,0.0,0.0,0.0
376,1696168287989,-0.8027344,-0.13085938,0.17871094,11.53125,-19.3125,28.1875,0.0,0.0,0.0
377,1696168288015,-0.7558594,-0.32714844,0.045898438,15.3125,6.9375,39.34375,0.0,0.0,0.0
378,1696168288074,-0.75683594,-0.27148438,0.18847656,37.03125,6.9375,25.125,-49.9375,14.5625,-103.875
379,1696168288108,-0.9433594,-0.4921875,0.13769531,-5.09375,25.0625,17.4375,0.0,0.0,0.0
380,1696168288134,-0.81640625,-0.4404297,0.17578125,-6.5,20.5,7.0,0.0,0.0,0.0
381,1696168288193,-0.8769531,-0.29882812,0.22363281,53.28125,38.75,23.84375,0.0,0.0,0.0
382,1696168288233,-1.046875,-0.2685547,0.2626953,67.25,54.96875,24.59375,0.0,0.0,0.0
383,1696168288255,-0.9746094,-0.23535156,0.24316406,-11.3125,19.53125,0.90625,0.0,0.0,0.0
384,1696168288316,-0.97558594,-0.1796875,0.23535156,7.375,4.875,8.46875,0.0,0.0,0.0
385,1696168288349,-1.1376953,-0.24023438,0.3017578,-24.5625,9.3125,-14.1875,0.0,0.0,0.0
386,1696168288376,-1.0878906,-0.18457031,-0.19726562,-54.65625,35.625,-33.9375,0.0,0.0,0.0
387,1696168288435,-1.6259766,0.060546875,-0.13085938,-54.28125,7.75,9.5625,0.0,0.0,0.0
388,1696168288467,-1.0146484,-0.64746094,0.022460938,19.40625,2.96875,11.28125,0.0,0.0,0.0
389,1696168288499,-1.2744141,-0.14160156,-0.18652344,6.5625,64.5,-12.03125,0.0,0.0,0.0
390,1696168288556,-1.1337891,-0.12207031,-0.043945312,-15.03125,14.03125,9.8125,0.0,0.0,0.0
391,1696168288586,-1.0566406,0.07714844,-0.05078125,-5.4375,5.28125,12.75,-47.125,18.9375,-113.875
392,1696168288622,-1.0634766,-0.13085938,-0.12890625,17.75,25.5,23.3125,0.0,0.0,0.0
393,1696168288706,-1.0029297,-0.30273438,-0.15429688,-16.4375,13.0,29.34375,0.0,0.0,0.0
394,1696168288710,-0.97558594,-0.119140625,-0.1015625,8.03125,14.15625,15.96875,0.0,0.0,0.0
395,1696168288737,-0.9238281,-0.119140625,-0.11816406,22.625,6.9375,19.21875,0.0,0.0,0.0
396,1696168288797,-0.9765625,-0.119140625,-0.12988281,7.5,7.5,18.40625,0.0,0.0,0.0
397,1696168288825,-0.9560547,-0.087890625,-0.09472656,0.53125,19.15625,19.875,0.0,0.0,0.0
