,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0,1696168219343,-1.328125,0.00390625,-0.016601562,-6.25,-12.59375,-8.625,0.0,0.0,0.0
1,1696168219372,-1.2841797,0.08300781,0.026367188,3.28125,-35.34375,-10.5625,0.0,0.0,0.0
2,1696168219402,-1.1884766,0.095703125,0.2607422,-29.75,-73.6875,-25.21875,0.0,0.0,0.0
3,1696168219462,-1.1318359,0.01171875,-0.018554688,-83.09375,-72.21875,-54.03125,0.0,0.0,0.0
4,1696168219493,-1.0175781,-0.2861328,0.015625,-84.0625,-20.71875,-68.375,0.0,0.0,0.0
5,1696168219522,-1.2001953,-0.20703125,0.30664062,-25.28125,-35.59375,-89.75,0.0,0.0,0.0
6,1696168219582,-1.4082031,0.0546875,0.3076172,2.3125,-53.0,-108.65625,-43.1875,-9.4375,-90.5
7,1696168219612,-1.0830078,0.17578125,-0.05078125,13.90625,-96.875,-105.90625,0.0,0.0,0.0
8,1696168219642,-0.8417969,-0.055664062,0.15820312,-79.84375,-72.03125,-126.90625,0.0,0.0,0.0
9,1696168219702,-0.6035156,-0.29296875,0.22363281,-48.71875,-35.96875,-102.5,0.0,0.0,0.0
10,1696168219732,-0.60546875,-0.5332031,0.06933594,7.96875,-25.96875,-79.78125,0.0,0.0,0.0
11,1696168219762,-0.5205078,-0.26367188,0.12890625,30.5,-29.75,-52.4375,0.0,0.0,0.0
12,1696168219822,-0.39648438,-0.203125,0.09082031,28.90625,-9.65625,-19.84375,0.0,0.0,0.0
13,1696168219852,-0.47265625,-0.40625,0.23144531,7.375,36.125,-3.0625,0.0,0.0,0.0
14,1696168219882,-0.71484375,-0.5732422,0.16308594,10.84375,47.15625,6.875,0.0,0.0,0.0
15,1696168219945,-0.6669922,-0.76464844,0.52246094,47.96875,33.6875,-5.9375,0.0,0.0,0.0
16,1696168219975,-0.8798828,-0.20410156,0.22363281,-9.53125,55.34375,24.875,0.0,0.0,0.0
17,1696168220003,-1.6943359,-0.65722656,0.47265625,19.03125,91.21875,26.34375,0.0,0.0,0.0
18,1696168220065,-0.73339844,-0.43945312,0.09765625,47.09375,43.5,8.21875,0.0,0.0,0.0
19,1696168220095,-1.1855469,-0.1796875,0.14648438,13.03125,42.40625,57.0625,-33.625,-18.4375,-86.4375
20,1696168220125,-1.1289062,-0.049804688,-0.01171875,-24.78125,57.25,63.03125,0.0,0.0,0.0
21,1696168220185,-1.2519531,-0.25,-0.06738281,-22.71875,50.8125,53.625,0.0,0.0,0.0
