,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
0,1695773139487,-0.1730957,-0.93170166,0.20819092,1.015625,-0.5,-2.828125,0
1,1695773139527,-0.10913086,-1.0134888,0.21478271,3.96875,0.015625,1.5,1
2,1695773139567,-0.18896484,-0.9649048,0.21258545,-0.390625,-4.984375,5.375,2
3,1695773139607,-0.22241211,-0.9573364,0.24725342,1.703125,-1.859375,1.28125,3
4,1695773139647,-0.16894531,-0.99713135,0.22113037,0.140625,-0.109375,-0.84375,4
5,1695773139687,-0.18139648,-0.96221924,0.20941162,-2.609375,-2.1875,-1.046875,5
6,1695773139727,-0.19946289,-0.97613525,0.22015381,5.203125,3.359375,1.046875,6
7,1695773139767,-0.18530273,-0.96954346,0.17327881,9.953125,12.078125,5.265625,7
8,1695773139807,-0.17871094,-0.9595337,0.18865967,8.078125,10.125,5.109375,8
9,1695773139847,-0.1743164,-1.1126099,0.15350342,4.203125,15.78125,2.21875,9
10,1695773139887,-0.13720703,-0.8345337,0.14447021,5.921875,17.875,4.4375,10
11,1695773139927,-0.122558594,-1.1900024,0.262146,-2.421875,5.1875,-1.359375,11
12,1695773139967,-0.2097168,-0.9273071,0.10394287,-3.3125,4.359375,4.875,12
13,1695773140007,-0.17993164,-1.0110474,0.19451904,8.609375,9.96875,0.0,13
14,1695773140047,-0.16821289,-0.9976196,0.18988037,13.625,18.203125,16.09375,14
15,1695773140087,-0.07910156,-0.91192627,0.058044434,-4.953125,7.171875,3.109375,15
16,1695773140127,-0.055664062,-1.0808716,0.21697998,4.28125,10.578125,9.703125,16
17,1695773140167,-0.14355469,-0.8965454,0.038513184,-2.359375,11.984375,5.328125,17
18,1695773140207,-0.10473633,-0.98883057,0.27093506,8.21875,25.859375,1.09375,18
19,1695773140247,-0.030517578,-1.0735474,0.20037842,7.4375,9.3125,5.65625,19
20,1695773140287,0.016601562,-0.8843384,0.13031006,-8.4375,-2.546875,-5.40625,20
21,1695773140327,-0.1315918,-1.085022,0.24554443,1.5625,-19.015625,-1.078125,21
22,1695773140367,-0.18188477,-0.93585205,0.24383545,1.984375,0.59375,5.234375,22
23,1695773140407,-0.041992188,-0.9500122,0.062194824,-19.515625,0.015625,-17.046875,23
24,1695773140447,-0.07519531,-1.0759888,0.215271,-5.140625,-8.625,-8.140625,24
25,1695773140487,-0.140625,-1.1226196,0.27191162,0.859375,-11.4375,-0.0625,25
26,1695773140527,-0.1159668,-0.8772583,0.10418701,4.828125,12.171875,4.671875,26
27,1695773140567,-0.12475586,-1.0049438,0.04876709,12.328125,-1.734375,-5.5,27
28,1695773140607,-0.056884766,-0.9907837,0.49456787,7.109375,23.640625,5.703125,28
29,1695773140647,-0.1303711,-0.9834595,-0.020568848,-16.0625,-3.796875,-3.484375,29
30,1695773140687,-0.12890625,-0.8008423,0.22821045,-16.28125,-1.703125,-15.90625,30
31,1695773140727,-0.16503906,-1.0261841,0.14935303,6.9375,-15.859375,-2.328125,31
32,1695773140767,-0.2121582,-1.2627563,0.4574585,16.09375,2.734375,11.9375,32
33,1695773140807,0.021240234,-0.8833618,-0.057434082,-15.890625,7.921875,-21.015625,33
34,1695773140847,-0.1328125,-0.84576416,0.039978027,-13.671875,0.390625,-12.359375,34
35,1695773140887,-0.109375,-0.84869385,0.23382568,9.171875,-18.78125,-14.4375,35
36,1695773140927,-0.24951172,-1.4119263,0.38079834,15.765625,-3.828125,14.125,36
37,1695773140967,-0.03466797,-0.7546997,0.04876709,1.828125,16.84375,-1.96875,37
38,1695773141007,-0.123046875,-0.95806885,0.050964355,-22.265625,-8.578125,-14.203125,38
39,1695773141047,-0.20800781,-0.8609009,0.12249756,17.203125,-15.484375,-4.578125,39
40,1695773141087,-0.38989258,-1.427063,0.6600952,11.078125,-6.21875,14.53125,40
41,1695773141127,-0.03564453,-0.6782837,-0.17828369,-9.90625,25.046875,-15.796875,41
42,1695773141167,-0.114746094,-0.9734497,0.13079834,-20.765625,-17.1875,-20.53125,42
43,1695773141207,-0.21142578,-1.0078735,0.09857178,9.890625,-19.390625,10.046875,43
44,1695773141247,-0.5029297,-1.0669556,0.5687866,29.265625,29.59375,33.9375,44
45,1695773141287,-0.01953125,-0.92071533,-0.14093018,-12.9375,14.875,-20.75,45
46,1695773141327,-0.22265625,-0.83258057,0.20135498,-16.328125,-11.53125,-9.234375,46
47,1695773141367,-0.16967773,-1.2153931,0.097351074,-22.390625,-38.484375,0.671875,47
48,1695773141407,-0.2919922,-0.79888916,0.3842163,12.8125,50.828125,18.5,48
49,1695773141447,-0.095214844,-0.9871216,-0.07159424,-8.953125,-7.046875,-17.578125,49
50,1695773141487,-0.17285156,-0.8308716,0.26116943,5.359375,3.75,-2.203125,50
51,1695773141527,-0.29833984,-1.2666626,0.22259521,-16.75,-33.734375,5.875,51
52,1695773141567,-0.19628906,-0.8074341,0.20941162,6.859375,39.09375,6.3125,52
53,1695773141607,-0.080566406,-0.93634033,0.020446777,-9.28125,-6.09375,-22.96875,53
54,1695773141647,-0.1784668,-1.0120239,0.3060913,-2.84375,8.296875,-0.125,54
55,1695773141687,-0.27416992,-0.9702759,0.10614014,-5.46875,-23.375,3.4375,55
56,1695773141727,-0.2602539,-0.94000244,0.20892334,5.34375,22.8125,12.1875,56
57,1695773141767,-0.052490234,-0.93218994,0.14276123,-6.140625,3.15625,-22.578125,57
58,1695773141807,-0.20825195,-1.1963501,0.3085327,-7.59375,-5.453125,-0.328125,58
59,1695773141847,-0.26464844,-0.8052368,0.22869873,-14.6875,1.421875,8.734375,59
60,1695773141887,-0.38183594,-0.9932251,0.25238037,-28.296875,-29.109375,-7.765625,60
61,1695773141927,-0.16772461,-0.9776001,0.2946167,-14.359375,-0.25,-9.078125,61
62,1695773141967,-0.14770508,-0.99468994,0.24749756,-4.671875,-20.734375,-0.4375,62
63,1695773142007,-0.26098633,-1.0437622,0.22650146,5.109375,-7.84375,14.671875,63
64,1695773142047,-0.25463867,-0.79693604,0.22650146,1.46875,0.578125,9.953125,64
65,1695773142087,-0.24780273,-0.89630127,0.19134521,10.265625,3.203125,1.890625,65
66,1695773142127,-0.12792969,-0.956604,0.23919678,4.328125,5.1875,-0.5,66
67,1695773142167,-0.1730957,-1.0100708,0.20941162,-0.34375,-0.484375,3.453125,67
68,1695773142207,-0.20117188,-1.024231,0.22528076,2.90625,5.921875,-1.609375,68
69,1695773142247,-0.1899414,-1.0095825,0.18011475,6.390625,16.5,1.1875,69
70,1695773142287,-0.15991211,-0.925354,0.2970581,16.375,31.03125,-3.5625,70
71,1695773142327,-0.18579102,-1.036438,0.199646,7.3125,9.078125,7.6875,71
72,1695773142367,-0.14282227,-0.81500244,0.19158936,-2.34375,0.921875,-2.875,72
73,1695773142407,-0.15600586,-1.0664673,0.32122803,-8.59375,-15.21875,-1.5,73
74,1695773142447,-0.23828125,-1.1050415,0.17816162,-6.6875,-12.828125,4.578125,74
75,1695773142487,-0.16918945,-0.9011841,0.20257568,-9.140625,-1.484375,2.078125,75
76,1695773142527,-0.12963867,-0.9534302,0.21917725,-8.0625,-4.609375,-0.703125,76
77,1695773142567,-0.16894531,-0.99224854,0.2086792,-9.90625,-5.90625,-0.359375,77
78,1695773142607,-0.1340332,-0.9378052,0.21209717,13.578125,3.234375,2.234375,78
79,1695773142647,-0.16699219,-1.0352173,0.28289795,4.625,-1.796875,6.46875,79
80,1695773142687,-0.068359375,-1.109436,0.24066162,-12.0,-6.078125,-13.09375,80
81,1695773142727,-0.27856445,-0.8989868,0.20135498,-6.875,-14.59375,9.0,81
82,1695773142767,-0.20703125,-0.86383057,0.15594482,-12.046875,-9.75,-2.65625,82
83,1695773142807,-0.22265625,-0.8447876,0.35076904,6.265625,13.9375,2.15625,83
84,1695773142847,-0.099853516,-1.1619263,0.26654053,15.890625,10.25,2.921875,84
85,1695773142887,-0.14746094,-0.9927368,0.2609253,3.90625,-2.6875,9.5625,85
86,1695773142927,-0.19726562,-0.96832275,0.25506592,-28.15625,-9.28125,3.921875,86
87,1695773142967,-0.3076172,-0.9614868,0.2399292,4.390625,-11.71875,5.65625,87
88,1695773143007,-0.06982422,-0.9817505,0.30560303,-0.421875,4.59375,5.328125,88
89,1695773143047,-0.06323242,-0.92437744,0.15716553,-14.484375,-11.515625,-6.265625,89
90,1695773143087,-0.13305664,-0.97125244,0.17352295,6.3125,-4.71875,-3.625,90
91,1695773143127,-0.1394043,-0.9607544,0.28070068,2.9375,-3.765625,9.875,91
92,1695773143167,-0.24023438,-0.9795532,0.22137451,-2.59375,-4.125,-0.859375,92
93,1695773143207,-0.16040039,-0.96173096,0.20404053,-3.625,6.4375,-8.65625,93
94,1695773143247,-0.10498047,-0.98516846,0.2489624,-1.203125,9.59375,-3.15625,94
95,1695773143287,-0.07910156,-1.0073853,0.2609253,4.328125,8.359375,3.515625,95
96,1695773143327,-0.13427734,-0.93829346,0.23577881,1.6875,4.84375,-1.046875,96
97,1695773143367,-0.171875,-0.9417114,0.11566162,-4.125,11.484375,-6.6875,97
98,1695773143407,-0.087890625,-1.0100708,0.34100342,6.140625,19.0625,-8.4375,98
99,1695773143447,-0.10668945,-1.0774536,0.2694702,13.59375,10.140625,11.984375,99
100,1695773143487,-0.22021484,-0.73638916,0.2062378,-2.03125,6.4375,0.03125,100
101,1695773143527,-0.13134766,-1.0838013,0.23822021,0.46875,-4.953125,-3.8125,101
102,1695773143567,-0.14160156,-0.91363525,0.14031982,3.640625,-6.265625,-5.53125,102
103,1695773143607,-0.084472656,-1.2312622,0.401062,20.0,13.15625,9.953125,103
104,1695773143647,-0.13696289,-0.7930298,0.08026123,-1.28125,3.5625,10.21875,104
105,1695773143687,-0.059814453,-0.9351196,0.08905029,-4.734375,-13.109375,-16.515625,105
106,1695773143727,-0.19458008,-1.0379028,0.11541748,-2.3125,-15.3125,-1.125,106
107,1695773143767,-0.22192383,-1.1880493,0.48724365,18.71875,16.34375,8.59375,107
108,1695773143807,-0.17529297,-0.8230591,0.058044434,-1.9375,3.953125,3.390625,108
109,1695773143847,-0.08276367,-0.79156494,0.04901123,-1.921875,-7.25,-9.390625,109
110,1695773143887,-0.13183594,-1.1221313,0.21380615,2.03125,-9.25,2.546875,110
111,1695773143927,-0.203125,-1.0747681,0.22137451,-10.078125,-4.296875,-6.984375,111
112,1695773143967,-0.13183594,-0.9014282,0.29193115,12.171875,17.46875,3.890625,112
113,1695773144007,-0.0925293,-0.848938,0.012634277,-8.015625,-5.40625,-10.578125,113
114,1695773144047,-0.1496582,-1.0366821,0.16790771,0.484375,-9.0,1.03125,114
115,1695773144087,-0.2722168,-1.0894165,0.24481201,-10.546875,-14.15625,-1.8125,115
116,1695773144127,-0.23657227,-0.95928955,0.30633545,6.1875,24.46875,4.75,116
117,1695773144167,-0.084472656,-0.8804321,0.029968262,-1.234375,6.046875,-10.390625,117
