,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
0,1695774159483,-0.28125,-1.6924438,0.31951904,18.125,92.25,-10.03125,0
1,1695774159523,-0.68725586,-1.4373169,0.27093506,16.984375,95.265625,17.015625,1
2,1695774159563,-0.5986328,-0.89141846,0.06976318,-20.53125,13.421875,-12.3125,2
3,1695774159603,0.044189453,-1.0828247,0.27947998,-30.0625,-6.375,8.203125,3
4,1695774159643,0.09082031,-0.7180786,0.47332764,16.453125,40.96875,49.5,4
5,1695774159683,0.032470703,-0.035949707,-0.20123291,8.4375,-26.84375,46.6875,5
6,1695774159723,-0.15966797,0.2411499,0.012145996,-6.65625,-34.046875,4.109375,6
7,1695774159763,0.30932617,-0.06427002,-0.4138794,-50.25,-45.125,-4.09375,7
8,1695774159803,-0.39135742,-1.0171509,0.19720459,32.5625,23.734375,-23.953125,8
9,1695774159843,-0.38061523,-1.9871216,1.3656616,-12.25,-84.890625,44.578125,9
10,1695774159883,-0.33984375,-1.7774048,-0.3291626,-42.390625,-41.4375,23.296875,10
11,1695774159923,-0.71875,-0.94195557,0.2970581,30.875,-52.546875,7.609375,11
12,1695774159963,-0.23925781,-0.9849243,0.2736206,25.03125,-9.125,-58.234375,12
13,1695774160003,-0.040039062,-0.69659424,0.3287964,-20.78125,-69.890625,-28.125,13
14,1695774160043,0.053222656,-0.24517822,0.19744873,9.21875,41.328125,-22.03125,14
15,1695774160083,0.016601562,0.31170654,-0.19415283,1.8125,17.234375,-15.125,15
16,1695774160123,-0.38598633,0.6100464,-0.13555908,31.0,-7.9375,-8.109375,16
17,1695774160163,-0.31445312,-0.29473877,-0.2695923,-39.703125,55.546875,-33.859375,17
18,1695774160203,-2.0,-2.0,0.034606934,-207.34375,19.921875,7.0625,18
19,1695774160243,1.1489258,-2.0,0.5890503,73.859375,169.65625,5.703125,19
20,1695774160283,-0.9650879,-1.4265747,0.69158936,-25.125,85.671875,16.453125,20
21,1695774160323,-0.7512207,-0.8921509,0.0028686523,10.21875,-13.78125,29.640625,21
22,1695774160363,0.018798828,-1.458313,0.20477295,-34.421875,29.015625,-26.265625,22
23,1695774160403,0.18579102,-1.1348267,0.5582886,-2.21875,15.59375,41.390625,23
24,1695774160443,0.23461914,0.08050537,-0.2498169,37.6875,-13.921875,58.875,24
25,1695774160483,-0.27270508,0.3287964,-0.09063721,-5.53125,-32.109375,4.1875,25
26,1695774160523,-0.19873047,0.26312256,-0.05206299,-32.0625,-30.4375,-7.96875,26
27,1695774160563,0.06958008,-0.16339111,-0.29864502,-70.296875,-42.65625,-22.75,27
28,1695774160603,1.999939,-2.0,0.17449951,143.54688,-211.46875,-19.390625,28
29,1695774160643,0.41796875,-1.9102173,0.14471436,-6.1875,2.765625,7.21875,29
30,1695774160683,-0.7766113,-1.5918579,-0.10430908,-16.375,-49.078125,73.328125,30
31,1695774160723,-0.92163086,-0.4492798,0.9125366,61.390625,-47.46875,-26.6875,31
32,1695774160763,0.031982422,-1.7161255,0.14398193,-86.234375,-116.6875,-74.875,32
33,1695774160803,-0.5097656,-0.50567627,0.39422607,-26.0625,-7.859375,-38.828125,33
34,1695774160843,0.12402344,-0.2720337,0.022888184,26.515625,84.984375,-36.6875,34
35,1695774160883,0.1459961,0.48797607,-0.27764893,22.625,2.234375,-4.5625,35
36,1695774160923,-0.2241211,0.88690186,-0.144104,-8.421875,-17.03125,-5.046875,36
37,1695774160963,-0.26049805,-0.47833252,-0.10699463,-49.75,15.078125,-2.96875,37
38,1695774161003,-2.0,-2.0,0.75042725,-56.34375,30.359375,8.078125,38
39,1695774161043,0.2277832,-2.0,0.22601318,57.265625,114.421875,29.515625,39
40,1695774161083,-0.9904785,-1.5457153,0.98187256,25.859375,109.96875,21.34375,40
41,1695774161123,-0.60375977,-0.67193604,0.12713623,-6.984375,27.578125,3.75,41
42,1695774161163,0.09008789,-1.0691528,0.005554199,-50.875,-19.984375,-22.140625,42
43,1695774161203,0.23510742,-0.9649048,0.96551514,5.421875,-14.546875,47.46875,43
44,1695774161243,0.40185547,0.15618896,-0.7295532,24.1875,-47.28125,66.9375,44
45,1695774161283,-0.43603516,0.27703857,-0.18292236,5.890625,-38.25,-8.828125,45
46,1695774161323,-0.26635742,0.4179077,-0.3040161,-22.171875,-42.8125,-20.25,46
47,1695774161363,0.0061035156,-0.003967285,0.1227417,-40.109375,-35.078125,-36.859375,47
48,1695774161403,0.47631836,-2.0,1.999939,-42.328125,-276.73438,72.609375,48
49,1695774161443,0.09375,-2.0,0.0119018555,-33.171875,8.609375,34.375,49
50,1695774161483,-1.1088867,-1.1218872,0.31170654,22.109375,-125.90625,49.6875,50
51,1695774161523,-0.51953125,-1.0930786,0.36688232,28.90625,-5.640625,-86.171875,51
52,1695774161563,-0.27294922,-0.92388916,0.75286865,-28.15625,-93.515625,-31.84375,52
53,1695774161603,-0.27929688,-0.78912354,0.5162964,-10.8125,19.1875,-38.03125,53
54,1695774161643,-0.037841797,0.1618042,-0.3057251,4.34375,82.40625,3.25,54
55,1695774161683,-0.3203125,1.1488647,-0.7439575,40.59375,-39.609375,-9.140625,55
56,1695774161723,-0.14355469,-0.31134033,-0.31280518,-80.75,-14.25,-58.671875,56
57,1695774161763,0.10083008,-2.0,-0.7234497,-38.5,-6.578125,60.234375,57
58,1695774161803,0.099853516,-1.6853638,1.9291382,13.0,89.265625,48.140625,58
59,1695774161843,-1.1860352,-1.517395,0.016784668,-35.859375,62.375,16.59375,59
60,1695774161883,-0.6640625,-1.0442505,-0.059387207,19.484375,29.5625,-14.953125,60
61,1695774161923,-0.052978516,-1.3618774,-0.033996582,7.515625,41.046875,-21.40625,61
62,1695774161963,0.71972656,-1.519104,0.7106323,-5.09375,-4.9375,38.953125,62
63,1695774162003,0.22265625,-0.63116455,-0.13458252,10.984375,28.078125,81.125,63
64,1695774162043,-0.4609375,0.3270874,0.25286865,-3.78125,-85.546875,26.3125,64
65,1695774162083,-0.20825195,0.41644287,-0.17486572,4.015625,-33.75,-17.84375,65
66,1695774162123,0.030517578,0.2897339,-0.4019165,-65.171875,-25.640625,-32.828125,66
67,1695774162163,0.1262207,-1.4771118,0.17059326,11.671875,-27.015625,-27.578125,67
68,1695774162203,-0.71899414,-1.6399536,1.0297241,-28.6875,-118.25,95.546875,68
69,1695774162243,-0.32495117,-1.8584595,-0.13702393,-24.953125,23.453125,25.46875,69
70,1695774162283,-0.9008789,-0.73101807,0.42279053,17.640625,-77.203125,-29.84375,70
71,1695774162323,0.26513672,-2.0,0.046081543,-19.375,-37.921875,-66.515625,71
72,1695774162363,-0.30444336,-0.66778564,0.84124756,-38.578125,-24.140625,-23.40625,72
73,1695774162403,-0.12890625,-0.39263916,0.20941162,28.78125,65.4375,-8.375,73
74,1695774162443,-0.057373047,0.34173584,-0.5161743,16.203125,43.28125,-7.375,74
75,1695774162483,-0.14160156,1.043396,-0.22515869,19.75,-57.140625,-32.78125,75
76,1695774162523,-0.08520508,-0.7156372,-0.31329346,-21.28125,30.6875,-9.125,76
77,1695774162563,-0.7163086,-2.0,-1.3206177,-95.84375,10.265625,67.859375,77
78,1695774162603,0.23022461,-1.477356,1.7035522,52.296875,124.046875,50.09375,78
79,1695774162643,-0.7463379,-1.6436157,-0.03717041,-14.0,109.171875,21.046875,79
80,1695774162683,-0.6044922,-1.0420532,0.003112793,11.765625,-7.109375,9.078125,80
81,1695774162723,0.09814453,-1.538147,-0.06011963,-11.875,22.265625,-28.90625,81
82,1695774162763,0.47387695,-1.2839966,0.838562,-22.9375,2.21875,23.28125,82
83,1695774162803,0.4482422,-0.3579712,-0.10284424,24.4375,31.296875,71.53125,83
84,1695774162843,-0.48632812,0.5084839,0.019958496,-12.109375,-39.421875,0.90625,84
85,1695774162883,-0.32421875,0.42279053,-0.18927002,-10.515625,-47.265625,-27.5625,85
86,1695774162923,0.024902344,0.14324951,-0.31011963,-66.90625,-12.234375,-37.609375,86
87,1695774162963,-1.2329102,-2.0,0.7394409,-57.125,86.890625,-104.078125,87
88,1695774163003,-0.5358887,-1.147522,1.2389526,4.59375,33.40625,37.328125,88
89,1695774163043,-0.6064453,-1.8269653,-0.023986816,-39.671875,-49.234375,26.21875,89
90,1695774163083,-0.7114258,-0.7632446,0.6508179,53.3125,-8.78125,-66.328125,90
91,1695774163123,0.12524414,-1.7166138,0.3390503,-65.234375,-133.82812,-41.171875,91
92,1695774163163,-0.41088867,-0.5198364,0.5704956,-23.921875,33.46875,-23.5625,92
93,1695774163203,0.030273438,-0.16070557,-0.0051879883,17.78125,60.171875,-10.875,93
94,1695774163243,-0.099365234,0.45550537,-0.4817505,21.875,15.859375,-8.875,94
95,1695774163283,-0.092041016,0.9279175,-0.24615479,20.75,7.015625,-45.984375,95
96,1695774163323,0.013183594,-0.75201416,-0.116760254,-21.5,13.53125,0.421875,96
97,1695774163363,-0.60009766,-2.0,0.5739136,316.95312,-204.39062,116.78125,97
98,1695774163403,-0.43139648,-2.0,-0.3015747,3.640625,171.75,28.28125,98
99,1695774163443,-0.7973633,-1.0552368,0.3932495,49.234375,73.28125,15.625,99
100,1695774163483,-0.33862305,-1.1643677,0.07220459,-2.375,38.078125,-40.296875,100
101,1695774163523,0.053955078,-0.87384033,0.39959717,-45.6875,-40.71875,-0.515625,101
102,1695774163563,0.30908203,-1.0562134,0.51116943,40.984375,97.65625,34.421875,102
103,1695774163603,0.1772461,0.16986084,-0.6055298,-5.109375,-33.453125,60.03125,103
104,1695774163643,-0.43554688,0.4393921,0.03753662,-6.8125,-45.296875,-13.28125,104
105,1695774163683,-0.052490234,0.43084717,-0.12188721,-15.390625,-11.671875,-24.859375,105
106,1695774163723,0.009765625,-0.08770752,-0.23638916,-27.0,-2.859375,-53.359375,106
107,1695774163763,1.999939,-2.0,0.18865967,113.21875,-294.35938,75.234375,107
108,1695774163803,0.052978516,-2.0,0.22918701,-4.6875,51.359375,25.203125,108
109,1695774163843,-0.67211914,-1.4060669,0.31707764,11.671875,-79.78125,37.8125,109
110,1695774163883,-0.3852539,-1.1543579,0.3378296,27.984375,-6.453125,-65.390625,110
111,1695774163923,-0.29370117,-1.2520142,0.40594482,-48.125,-102.5,-28.859375,111
112,1695774163963,-0.6220703,-0.39752197,0.5297241,0.5,59.703125,-34.484375,112
113,1695774164003,0.09399414,0.19671631,-0.36065674,39.640625,75.515625,-16.296875,113
114,1695774164043,0.10522461,0.95111084,-0.5664673,23.25,-3.90625,-6.40625,114
115,1695774164083,0.1940918,-0.1638794,-0.3670044,-50.421875,-18.78125,-51.421875,115
116,1695774164123,-0.10424805,-1.0320435,-0.3838501,-4.203125,-6.0,28.921875,116
117,1695774164163,-0.47802734,-2.0,1.999939,31.515625,-150.48438,68.1875,117
118,1695774164203,-0.8405762,-1.7879028,0.030944824,5.671875,123.125,-6.859375,118
119,1695774164243,-0.34472656,-1.4439087,-0.12188721,21.203125,60.546875,13.5,119
120,1695774164283,-0.59521484,-1.1192017,0.059509277,-26.71875,-20.28125,-23.96875,120
121,1695774164323,0.12890625,-1.1851196,0.3793335,-24.53125,-3.546875,-4.140625,121
122,1695774164363,0.28979492,-0.8128052,0.447937,48.34375,81.0,43.421875,122
123,1695774164403,0.24072266,0.13934326,-0.34454346,-10.03125,-21.640625,46.96875,123
124,1695774164443,-0.42138672,0.44622803,-0.058166504,-34.25,-68.0625,-7.921875,124
125,1695774164483,0.028076172,0.27166748,-0.33624268,-25.40625,-22.796875,-11.515625,125
126,1695774164523,0.006591797,-0.20025635,0.3258667,-8.84375,-10.3125,-28.640625,126
127,1695774164563,0.5505371,-2.0,0.545105,-39.640625,-275.25,90.59375,127
128,1695774164603,-0.19238281,-2.0,0.3546753,-14.90625,39.109375,8.03125,128
129,1695774164643,-1.1669922,-1.0122681,0.31732178,8.890625,-72.25,30.953125,129
130,1695774164683,-0.32861328,-0.89508057,0.21746826,67.734375,-2.109375,-76.9375,130
131,1695774164723,-0.24584961,-0.79644775,0.6642456,-66.546875,-120.421875,-38.828125,131
132,1695774164763,-0.17578125,-0.37139893,0.45892334,0.796875,27.34375,-28.40625,132
133,1695774164803,0.030273438,0.07659912,-0.24346924,1.359375,45.640625,-9.671875,133
134,1695774164843,0.14575195,0.7650757,-0.64556885,25.984375,-26.65625,-17.015625,134
135,1695774164883,-0.25,-0.14581299,-0.22711182,-7.109375,11.40625,-19.890625,135
136,1695774164923,-1.5739746,-2.0,-1.4951782,-137.4375,-9.390625,56.390625,136
137,1695774164963,0.19311523,-1.555481,1.3231812,12.21875,135.17188,-1.171875,137
138,1695774165003,-1.1281738,-1.5076294,0.59661865,-22.21875,94.75,6.78125,138
139,1695774165043,-0.38476562,-1.256897,-0.113342285,-1.46875,-10.578125,-2.5625,139
140,1695774165083,-0.2277832,-1.1506958,0.2843628,-6.703125,9.953125,-1.515625,140
