,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ind
0,1695809792847,0.4609375,0.8652344,-0.045898438,-24.71875,39.21875,-29.125,0.0,0.0,0.0,0
1,1695809792887,0.46289062,0.90625,-0.015625,-29.25,39.21875,-32.25,0.0,0.0,0.0,1
2,1695809792927,0.4267578,0.8984375,0.016601562,-19.21875,43.0,-26.8125,0.0,0.0,0.0,2
3,1695809792967,0.46777344,0.8876953,-0.07714844,-3.96875,36.65625,-12.03125,0.0,0.0,0.0,3
4,1695809793007,0.5253906,0.921875,-0.032226562,18.96875,38.3125,-4.65625,0.0,0.0,0.0,4
5,1695809793047,0.74316406,0.9638672,0.049804688,41.9375,9.4375,1.875,0.0,0.0,0.0,5
6,1695809793087,0.40527344,1.1396484,0.107421875,54.125,-60.5,20.25,0.0,0.0,0.0,6
7,1695809793127,0.25683594,1.2285156,-0.016601562,76.71875,-75.65625,28.78125,0.0,0.0,0.0,7
8,1695809793167,0.2841797,1.1943359,-0.022460938,90.75,-67.28125,15.3125,0.0,0.0,0.0,8
9,1695809793207,0.064453125,1.2060547,-0.16210938,106.09375,-26.375,16.53125,-4.1875,36.9375,-157.375,9
10,1695809793247,0.34570312,1.0595703,-0.09082031,105.15625,-26.75,6.625,0.0,0.0,0.0,10
11,1695809793287,0.47753906,0.8378906,-0.20605469,79.84375,-50.0,5.28125,0.0,0.0,0.0,11
12,1695809793327,0.33789062,0.78808594,-0.28125,68.53125,-66.25,7.59375,0.0,0.0,0.0,12
13,1695809793367,0.20019531,0.62402344,-0.2861328,27.59375,-65.5,12.125,0.0,0.0,0.0,13
14,1695809793407,0.103515625,0.52441406,-0.3046875,-13.6875,-49.875,4.625,0.0,0.0,0.0,14
15,1695809793447,0.1171875,0.58691406,-0.31054688,-34.71875,-18.53125,-10.09375,0.0,0.0,0.0,15
16,1695809793487,0.24023438,0.60253906,-0.35839844,-44.75,12.25,-6.1875,0.0,0.0,0.0,16
17,1695809793527,0.34765625,0.7089844,-0.40527344,-60.84375,11.8125,-9.1875,0.0,0.0,0.0,17
18,1695809793567,0.36914062,1.0615234,-0.58691406,-63.21875,4.3125,-10.6875,0.0,0.0,0.0,18
19,1695809793607,0.3779297,1.1640625,-0.6298828,-4.28125,-24.875,8.34375,0.0,0.0,0.0,19
20,1695809793647,0.41015625,0.74316406,-0.58984375,10.0,-36.875,19.625,0.0,0.0,0.0,20
21,1695809793687,0.35351562,0.8964844,-0.546875,-38.21875,-16.625,36.78125,-10.5,31.8125,-165.5,21
22,1695809793727,0.40429688,1.4492188,-0.025390625,-30.03125,12.5625,19.21875,0.0,0.0,0.0,22
23,1695809793767,0.13769531,1.0332031,0.0146484375,-17.21875,9.0625,20.96875,0.0,0.0,0.0,23
24,1695809793807,0.0068359375,0.6923828,-0.16894531,11.96875,-3.6875,-15.03125,0.0,0.0,0.0,24
25,1695809793847,0.68066406,1.15625,0.17382812,22.875,72.25,-9.125,0.0,0.0,0.0,25
26,1695809793887,0.45214844,0.9169922,-0.17773438,-43.40625,81.03125,22.625,0.0,0.0,0.0,26
27,1695809793927,0.39160156,0.8017578,-0.14160156,-40.15625,18.28125,6.15625,0.0,0.0,0.0,27
28,1695809793967,0.33789062,0.8564453,0.030273438,-40.71875,32.375,7.65625,0.0,0.0,0.0,28
