timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1632921557422,-0.13476562,-0.95196533,0.37127686,0.6875,0.6875,-0.328125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557467,-0.1328125,-0.94854736,0.3673706,1.140625,0.171875,-0.328125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557513,-0.14746094,-0.95318604,0.3619995,1.421875,0.34375,-0.546875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557543,-0.1394043,-0.94732666,0.3637085,-0.140625,0.59375,-0.59375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557587,-0.13745117,-0.94903564,0.3649292,1.875,0.34375,0.125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557632,-0.13647461,-0.9439087,0.35858154,1.796875,0.546875,-0.359375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557665,-0.14135742,-0.9522095,0.36566162,2.015625,0.515625,-0.625,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557708,-0.14257812,-0.9470825,0.36395264,1.609375,0.1875,-0.59375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557737,-0.14257812,-0.9536743,0.3546753,0.609375,0.578125,-0.453125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557782,-0.13989258,-0.95025635,0.35028076,1.640625,0.53125,-0.46875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557828,-0.13989258,-0.95635986,0.35516357,0.9375,0.40625,-0.84375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557859,-0.13989258,-0.95391846,0.36053467,0.828125,0.421875,-0.359375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557902,-0.13745117,-0.9500122,0.34613037,0.5625,0.53125,-0.703125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557946,-0.14794922,-0.9522095,0.35272217,1.21875,-0.015625,-0.375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921557976,-0.13916016,-0.9522095,0.3517456,1.140625,0.53125,-0.03125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558022,-0.14111328,-0.9573364,0.35321045,0.609375,0.53125,-0.3125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558067,-0.1381836,-0.9541626,0.3468628,0.65625,0.421875,-0.546875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558097,-0.13549805,-0.95562744,0.34857178,0.625,0.625,-0.359375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558141,-0.13916016,-0.95684814,0.33758545,0.28125,0.875,-0.609375,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558173,-0.14453125,-0.9536743,0.35125732,0.328125,0.53125,-0.671875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558219,-0.1381836,-0.95977783,0.34783936,0.90625,0.609375,-0.71875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558262,-0.14160156,-0.9522095,0.32684326,-0.59375,0.890625,-0.53125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558292,-0.1381836,-0.95318604,0.35369873,0.15625,0.65625,-0.25,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558341,-0.13671875,-0.9607544,0.3517456,1.140625,0.71875,-0.046875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558382,-0.13647461,-0.95562744,0.3444214,1.4375,0.71875,-0.546875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558413,-0.1381836,-0.95928955,0.33831787,1.46875,0.53125,-0.421875,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
1632921558457,-0.13720703,-0.9644165,0.34002686,0.953125,0.578125,-0.578125,Respeck,Sitting,0,s1817455,,Respeck_s1817455_Sitting_29-09-2021_14-19-52
