timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1632921972878,0.009277344,-0.9956665,0.17156982,0.65625,0.125,-0.0625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921972922,0.013427734,-0.99224854,0.17425537,0.9375,0.390625,-0.15625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921972951,0.0126953125,-0.9937134,0.17449951,1.015625,0.25,-0.21875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921972996,0.0107421875,-0.99298096,0.1720581,0.515625,0.421875,-0.375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973043,0.009033203,-0.9924927,0.168396,0.03125,0.828125,-0.484375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973074,0.005126953,-0.99224854,0.17352295,-0.1875,0.6875,-0.703125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973116,0.0107421875,-0.9829712,0.17913818,-0.328125,0.3125,-0.6875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973162,0.010986328,-1.0056763,0.17547607,-1.640625,0.21875,-1.15625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973194,0.011474609,-0.9834595,0.16082764,-1.6875,-0.25,-1.421875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973238,0.0075683594,-0.9937134,0.17645264,-0.84375,0.015625,-0.828125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973283,0.004638672,-0.9973755,0.16766357,-0.953125,0.375,-0.796875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973319,0.015625,-0.9981079,0.17645264,0.125,0.625,-0.84375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973357,0.0061035156,-0.98931885,0.17181396,-0.015625,0.921875,-0.484375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973393,0.010498047,-0.9963989,0.17327881,0.46875,0.671875,-0.765625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973433,0.010498047,-0.99298096,0.17718506,-0.140625,0.4375,-1.09375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973476,0.009033203,-0.99420166,0.17791748,-0.703125,0.765625,-0.828125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973508,0.0029296875,-0.9937134,0.1708374,0.0625,1.328125,-0.640625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973567,0.0068359375,-0.9927368,0.18157959,-0.390625,1.53125,-0.625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973601,0.0063476562,-0.9932251,0.17694092,-0.515625,1.125,-0.71875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973627,0.011474609,-0.98931885,0.18231201,-0.328125,0.96875,-0.90625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973672,0.0075683594,-0.99102783,0.18548584,-0.15625,0.890625,-1.03125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973748,0.014892578,-0.9985962,0.17352295,-2.234375,0.875,-1.546875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973763,0.0061035156,-0.9824829,0.184021,0.234375,0.703125,-0.515625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973794,0.013183594,-0.99298096,0.18084717,-0.53125,2.765625,-1.3125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973823,0.0073242188,-0.9976196,0.17156982,-0.421875,1.5625,-1.140625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973873,0.0012207031,-0.99346924,0.18182373,-0.046875,1.59375,-0.765625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973913,0.00024414062,-1.0012817,0.1774292,-0.109375,1.140625,-0.796875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973943,0.0043945312,-0.9993286,0.18109131,-0.296875,0.96875,-0.75,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921973987,-0.0029296875,-0.9890747,0.18377686,-0.625,0.25,-0.5,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974033,0.00048828125,-0.991272,0.18109131,-0.09375,0.765625,-0.578125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974065,0.0073242188,-0.9990845,0.1798706,0.078125,0.28125,-0.953125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974109,0.0087890625,-0.98760986,0.18426514,-0.09375,-0.03125,-0.625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974181,0.007080078,-0.9871216,0.18890381,0.109375,-1.015625,-0.5625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974197,-0.0024414062,-0.99420166,0.18035889,-1.296875,1.046875,-0.78125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974229,0.0043945312,-0.99176025,0.17840576,-1.046875,0.734375,-0.921875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974258,0.005126953,-0.9915161,0.18328857,-0.375,0.21875,-0.640625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974304,-0.0061035156,-0.99176025,0.18304443,-0.25,0.046875,-0.484375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974350,0.0014648438,-0.99053955,0.17718506,-0.140625,-0.234375,-0.171875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974376,0.0043945312,-0.9902954,0.1762085,0.78125,-0.84375,-0.34375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974426,0.009521484,-0.9834595,0.20550537,4.203125,-3.171875,0.328125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974467,-0.0078125,-1.0130005,0.15301514,-0.96875,3.046875,-0.625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974499,0.001953125,-0.9924927,0.18743896,-0.875,2.25,-1.0,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974543,0.0024414062,-0.99005127,0.17889404,-0.765625,1.71875,-0.875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974587,0.0053710938,-0.99102783,0.17669678,-0.796875,1.421875,-1.359375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974620,0.0056152344,-0.9924927,0.18011475,0.359375,0.703125,-1.046875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974662,0.005859375,-0.99053955,0.18109131,1.0,-0.15625,-0.375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974693,0.0061035156,-0.9915161,0.184021,0.34375,0.0625,-0.5625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974738,0.00024414062,-0.9927368,0.184021,0.015625,1.0625,-0.75,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974782,-0.0007324219,-0.98565674,0.18206787,-0.40625,1.171875,-0.71875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974813,0.0,-0.99298096,0.1798706,-0.75,1.71875,-1.0625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974874,0.00048828125,-0.9854126,0.18450928,-0.296875,1.609375,-1.078125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974901,0.0053710938,-0.9944458,0.19818115,-4.296875,2.234375,-1.5625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974931,-0.0073242188,-0.9981079,0.18743896,-5.34375,2.546875,-2.796875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921974977,-0.0026855469,-0.9927368,0.18426514,-3.046875,2.1875,-2.515625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975024,-0.0036621094,-0.98516846,0.2008667,-1.140625,0.625,-1.78125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975053,-0.0056152344,-0.9920044,0.20233154,0.3125,1.46875,-1.65625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975098,-0.010498047,-0.9927368,0.19036865,-0.859375,1.875,-1.078125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975128,-0.011230469,-0.99591064,0.20062256,0.703125,0.9375,-0.734375,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975203,-0.010498047,-0.9968872,0.19647217,1.359375,0.375,-0.5,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975225,-0.009033203,-1.0049438,0.19085693,0.890625,1.09375,-0.40625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975246,-0.012939453,-0.98565674,0.20281982,0.875,0.625,0.03125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975322,-0.010253906,-0.9998169,0.18572998,2.296875,0.609375,-0.703125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975336,-0.0017089844,-0.986145,0.18865967,8.28125,-3.234375,-1.40625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975367,-0.0073242188,-0.991272,0.1864624,4.765625,-1.28125,-1.453125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975442,-0.004638672,-0.99835205,0.1696167,4.0625,-0.25,-1.640625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975457,-0.009765625,-0.9937134,0.15838623,1.640625,0.890625,-0.828125,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975488,-0.013671875,-0.9924927,0.16156006,0.484375,0.796875,-0.25,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975562,-0.013671875,-0.99786377,0.15325928,-0.359375,0.390625,-0.40625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975578,-0.020996094,-0.9951782,0.1552124,-0.109375,-0.046875,-0.21875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975607,-0.011474609,-0.99835205,0.15740967,-0.328125,0.125,-0.671875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975682,-0.0012207031,-0.9990845,0.16766357,0.53125,0.109375,-0.171875,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
1632921975697,-0.011230469,-0.99224854,0.16229248,0.109375,1.0625,-0.390625,Respeck,Standing,100,s1817455,,Respeck_s1817455_Standing_29-09-2021_14-26-43
